target,lat_deg,lon_deg,on_land,priority,captured_step,captured_by,window_open,window_close
1096,40.3892,99.3127,1,0.000384615,159,169,154,165
1097,71.007,-178.185,1,0.000384615,21,5,21,36
1098,-86.3361,-9.72221,1,0.000384615,-1,-1,83,99
1099,10.9823,-69.7378,1,0.000384615,115,39,98,118
1100,51.5571,-123.373,1,0.000384615,169,68,163,178
1101,42.1804,-117.418,1,0.000384615,129,106,114,138
1102,46.2141,135.754,1,0.000384615,58,144,47,72
1103,-31.2504,-56.6127,1,0.000384615,101,159,87,114
1104,47.3696,-2.2278,1,0.000384615,-1,-1,151,172
1105,31.4375,-101.882,1,0.000384615,-1,-1,54,76
1106,39.5279,94.4243,1,0.000384615,143,21,135,158
1107,7.23634,103.132,1,0.000384615,96,25,89,112
1108,0.7232,24.8535,1,0.000384615,50,74,47,66
1109,35.7211,47.1155,1,0.000384615,-1,-1,19,40
1110,14.7553,100.264,1,0.000384615,-1,-1,95,105
1111,19.9682,45.4956,1,0.000384615,-1,-1,53,64
1112,37.3226,110.013,1,0.000384615,118,19,113,134
1113,22.5123,45.2474,1,0.000384615,-1,-1,150,162
1114,45.1123,-71.4975,1,0.000384615,92,91,80,103
1115,51.5206,77.1077,1,0.000384615,44,191,32,59
1116,57.0079,121.289,1,0.000384615,48,33,45,61
1117,13.135,105.957,1,0.000384615,123,136,119,138
1118,4.21381,-62.1447,1,0.000384615,35,128,24,35
1119,61.3883,35.3462,1,0.000384615,-1,-1,93,117
1120,-7.6684,31.8693,1,0.000384615,153,198,138,166
1121,14.3856,34.613,1,0.000384615,67,96,55,72
1122,60.0415,77.5256,1,0.000384615,45,107,40,58
1123,-25.261,143.753,1,0.000384615,149,67,135,162
1124,-3.40437,126.034,1,0.000384615,129,148,116,145
1125,58.1845,122.299,1,0.000384615,-1,-1,151,179
1126,-17.0973,-50.948,1,0.000384615,-1,-1,73,92
1127,55.8662,87.4056,1,0.000384615,76,198,72,101
1128,-12.966,-45.0357,1,0.000384615,-1,-1,117,132
1129,45.1851,130.127,1,0.000384615,77,142,58,84
1130,29.2225,-0.413574,1,0.000384615,-1,-1,71,83
1131,35.422,95.0478,1,0.000384615,135,150,128,150
1132,13.6876,3.10107,1,0.000384615,131,178,130,156
1133,29.5549,8.16792,1,0.000384615,139,98,136,162
1134,41.6251,-102.37,1,0.000384615,-1,-1,90,106
1135,-7.4003,-41.8234,1,0.000384615,-1,-1,35,49
1136,41.0764,98.4901,1,0.000384615,-1,-1,154,165
1137,71.5107,177.673,1,0.000384615,30,4,21,36
1138,-85.7365,-41.4388,1,0.000384615,95,144,83,99
1139,10.5457,-71.9179,1,0.000384615,-1,-1,98,118
1140,52.1764,-124.651,1,0.000384615,177,85,163,178
1141,41.8895,-117.887,1,0.000384615,129,106,114,138
1142,47.2967,136.962,1,0.000384615,57,144,47,72
1143,-29.6078,-55.4806,1,0.000384615,92,150,87,114
1144,48.6069,-2.26971,1,0.000384615,169,115,151,172
1145,30.5465,-101.835,1,0.000384615,59,103,54,76
1146,38.3148,96.1848,1,0.000384615,-1,-1,135,158
1147,5.86098,100.489,1,0.000384615,99,126,89,112
1148,0.776209,25.797,1,0.000384615,-1,-1,47,66
1149,33.4015,48.3407,1,0.000384615,38,160,19,40
1150,14.6285,101.929,1,0.000384615,103,138,95,105
1151,19.2906,45.2299,1,0.000384615,-1,-1,53,64
1152,36.1583,111.896,1,0.000384615,119,19,113,134
1153,23.8873,46.344,1,0.000384615,-1,-1,150,162
1154,44.6239,-70.6666,1,0.000384615,80,55,80,103
1155,52.6171,76.8759,1,0.000384615,32,134,32,59
1156,53.7483,118.677,1,0.000384615,51,21,45,61
1157,12.3548,106.602,1,0.000384615,121,34,119,138
1158,3.15827,-63.8827,1,0.000384615,34,128,24,35
1159,63.1347,32.4532,1,0.000384615,-1,-1,93,117
1160,-6.82538,33.253,1,0.000384615,-1,-1,138,166
1161,14.8682,34.5472,1,0.000384615,67,96,55,72
1162,61.0416,80.8532,1,0.000384615,-1,-1,40,58
1163,-25.1042,143.475,1,0.000384615,149,67,135,162
1164,-3.12357,126.396,1,0.000384615,129,148,116,145
1165,56.5516,127.924,1,0.000384615,-1,-1,151,179
1166,-16.688,-50.3475,1,0.000384615,-1,-1,73,92
1167,55.9533,86.8832,1,0.000384615,76,198,72,101
1168,-11.8733,-45.6402,1,0.000384615,119,40,117,132
1169,46.7995,128.357,1,0.000384615,-1,-1,58,84
1170,27.7962,0.798141,1,0.000384615,83,153,71,83
1171,36.8923,97.1309,1,0.000384615,-1,-1,128,150
1172,16.0255,3.79002,1,0.000384615,132,178,130,156
1173,28.7234,8.97424,1,0.000384615,149,97,136,162
1174,40.5282,-102.407,1,0.000384615,-1,-1,90,106
1175,-5.75947,-41.6219,1,0.000384615,-1,-1,35,49
1176,42.0679,97.7484,1,0.000384615,157,31,154,165
1177,71.7051,-179.527,1,0.000384615,27,194,21,36
1178,-85.6659,-15.8319,1,0.000384615,85,170,83,99
1179,12.9981,-69.9066,1,0.000384615,-1,-1,98,118
1180,50.2316,-122.934,1,0.000384615,167,86,163,178
1181,43.1375,-118.111,1,0.000384615,120,107,114,138
1182,46.1417,137.575,1,0.000384615,-1,-1,47,72
1183,-30.2887,-56.6858,1,0.000384615,111,158,87,114
1184,48.0893,-2.41675,1,0.000384615,160,116,151,172
1185,30.7073,-101.962,1,0.000384615,59,103,54,76
1186,38.6453,95.5626,1,0.000384615,155,158,135,158
1187,6.7924,102.145,1,0.000384615,89,127,89,112
1188,1.81633,24.857,1,0.000384615,49,74,47,66
1189,33.1775,46.9555,1,0.000384615,37,160,19,40
1190,15.7627,102.497,1,0.000384615,-1,-1,95,105
1191,20.5898,44.8199,1,0.000384615,-1,-1,53,64
1192,36.0187,110.76,1,0.000384615,118,35,113,134
1193,24.2096,44.1438,1,0.000384615,153,199,150,162
1194,42.7338,-70.5065,1,0.000384615,93,123,80,103
1195,53.7081,77.3498,1,0.000384615,37,108,32,59
1196,55.6659,120.982,1,0.000384615,47,33,45,61
1197,13.2965,105.059,1,0.000384615,123,136,119,138
1198,6.55247,-62.5375,1,0.000384615,-1,-1,24,35
1199,63.598,32.897,1,0.000384615,-1,-1,93,117
1200,-6.90268,31.9347,1,0.000384615,160,97,138,166
1201,16.0285,34.5309,1,0.000384615,-1,-1,55,72
1202,61.0504,80.4327,1,0.000384615,-1,-1,40,58
1203,-26.269,146.785,1,0.000384615,-1,-1,135,162
1204,-3.59514,125.343,1,0.000384615,128,148,116,145
1205,56.349,124.296,1,0.000384615,-1,-1,151,179
1206,-16.7639,-49.5382,1,0.000384615,-1,-1,73,92
1207,56.2783,84.0364,1,0.000384615,87,184,72,101
1208,-11.3607,-46.6161,1,0.000384615,117,158,117,132
1209,44.6944,128.856,1,0.000384615,64,169,58,84
1210,28.5583,2.12062,1,0.000384615,-1,-1,71,83
1211,35.7693,95.0223,1,0.000384615,135,150,128,150
1212,15.1902,2.8101,1,0.000384615,141,177,130,156
1213,27.4876,6.12633,1,0.000384615,159,96,136,162
1214,41.6035,-103.915,1,0.000384615,-1,-1,90,106
1215,-5.88259,-43.512,1,0.000384615,-1,-1,35,49
1216,42.535,99.3166,1,0.000384615,-1,-1,154,165
1217,70.6353,-177.341,1,0.000384615,21,5,21,36
1218,-86.5856,-28.8982,1,0.000384615,94,179,83,99
1219,11.4801,-69.6009,1,0.000384615,114,39,98,118
1220,52.0098,-122.21,1,0.000384615,168,86,163,178
1221,42.5618,-116.241,1,0.000384615,-1,-1,114,138
1222,46.0263,135.756,1,0.000384615,58,144,47,72
1223,-31.6992,-57.2122,1,0.000384615,101,159,87,114
1224,47.9414,0.183823,1,0.000384615,151,117,151,172
1225,32.8475,-103.286,1,0.000384615,-1,-1,54,76
1226,38.9286,93.4634,1,0.000384615,154,158,135,158
1227,6.35176,99.9581,1,0.000384615,109,125,89,112
1228,1.44042,25.5706,1,0.000384615,-1,-1,47,66
1229,33.7499,46.6791,1,0.000384615,-1,-1,19,40
1230,17.2314,100.99,1,0.000384615,103,10,95,105
1231,18.8717,44.3462,1,0.000384615,55,186,53,64
1232,36.5633,111.733,1,0.000384615,119,19,113,134
1233,24.674,43.9904,1,0.000384615,153,199,150,162
1234,45.3229,-69.5308,1,0.000384615,90,54,80,103
1235,54.3928,74.6106,1,0.000384615,47,188,32,59
1236,55.6924,118.878,1,0.000384615,57,32,45,61
1237,12.1937,104.236,1,0.000384615,-1,-1,119,138
1238,4.38489,-62.2265,1,0.000384615,35,128,24,35
1239,62.714,31.9977,1,0.000384615,-1,-1,93,117
1240,-9.26159,32.0298,1,0.000384615,-1,-1,138,166
1241,15.3284,34.3371,1,0.000384615,66,96,55,72
1242,61.6208,81.5186,1,0.000384615,57,190,40,58
1243,-24.8853,143.001,1,0.000384615,149,67,135,162
1244,-3.31274,127.125,1,0.000384615,119,149,116,145
1245,55.9084,122.816,1,0.000384615,-1,-1,151,179
1246,-16.4382,-48.8862,1,0.000384615,-1,-1,73,92
1247,56.8416,86.8892,1,0.000384615,79,185,72,101
1248,-13.0454,-46.3491,1,0.000384615,129,49,117,132
1249,44.1753,128.095,1,0.000384615,74,168,58,84
1250,28.065,2.39142,1,0.000384615,-1,-1,71,83
1251,36.0255,97.9431,1,0.000384615,136,150,128,150
1252,14.0402,2.10825,1,0.000384615,140,177,130,156
1253,28.0559,10.2253,1,0.000384615,140,98,136,162
1254,43.1451,-102.089,1,0.000384615,-1,-1,90,106
1255,-7.15825,-42.0265,1,0.000384615,-1,-1,35,49
1256,42.1953,97.7192,1,0.000384615,157,31,154,165
1257,71.1737,-179.664,1,0.000384615,31,4,21,36
1258,-85.5958,-41.1197,1,0.000384615,95,144,83,99
1259,8.69607,-70.7645,1,0.000384615,-1,-1,98,118
1260,52.2918,-120.288,1,0.000384615,171,55,163,178
1261,43.2353,-117.985,1,0.000384615,120,107,114,138
1262,46.3728,138.678,1,0.000384615,-1,-1,47,72
1263,-30.7849,-57.0103,1,0.000384615,101,159,87,114
1264,49.0163,-3.68231,1,0.000384615,158,130,151,172
1265,31.6824,-103.799,1,0.000384615,69,102,54,76
1266,38.7202,95.5683,1,0.000384615,155,158,135,158
1267,5.2866,100.596,1,0.000384615,99,126,89,112
1268,2.13587,25.0052,1,0.000384615,49,74,47,66
1269,31.7905,49.4153,1,0.000384615,27,161,19,40
1270,14.2842,101.079,1,0.000384615,98,126,95,105
1271,20.9781,44.3333,1,0.000384615,-1,-1,53,64
1272,37.3806,109.552,1,0.000384615,118,19,113,134
1273,23.4769,42.6902,1,0.000384615,-1,-1,150,162
1274,45.9249,-70.5973,1,0.000384615,102,90,80,103
1275,53.7584,76.4584,1,0.000384615,37,189,32,59
1276,55.4876,123.121,1,0.000384615,-1,-1,45,61
1277,12.9718,105.291,1,0.000384615,123,136,119,138
1278,5.58145,-62.5443,1,0.000384615,26,27,24,35
1279,61.6967,30.3657,1,0.000384615,-1,-1,93,117
1280,-7.58576,33.3034,1,0.000384615,151,98,138,166
1281,16.0229,33.5469,1,0.000384615,-1,-1,55,72
1282,61.7191,77.7498,1,0.000384615,54,106,40,58
1283,-25.1063,143.609,1,0.000384615,149,67,135,162
1284,-3.36748,127.048,1,0.000384615,119,149,116,145
1285,58.0936,122.067,1,0.000384615,-1,-1,151,179
1286,-15.6725,-49.8585,1,0.000384615,-1,-1,73,92
1287,55.3876,87.3352,1,0.000384615,76,198,72,101
1288,-13.4158,-44.9031,1,0.000384615,130,49,117,132
1289,44.6957,126.32,1,0.000384615,-1,-1,58,84
1290,27.5574,1.29805,1,0.000384615,80,70,71,83
1291,36.4461,96.8004,1,0.000384615,-1,-1,128,150
1292,15.8577,1.10736,1,0.000384615,135,169,130,156
1293,29.29,7.38142,1,0.000384615,139,169,136,162
1294,41.1138,-102.776,1,0.000384615,-1,-1,90,106
1295,-6.28343,-41.9787,1,0.000384615,-1,-1,35,49
1296,40.7179,99.1563,1,0.000384615,-1,-1,154,165
1297,72.6783,179.241,1,0.000384615,-1,-1,21,36
1298,-86.5882,-25.6836,1,0.000384615,94,179,83,99
1299,10.641,-69.9947,1,0.000384615,115,39,98,118
1300,50.9424,-121.444,1,0.000384615,163,43,163,178
1301,41.6854,-117.627,1,0.000384615,129,106,114,138
1302,45.9758,139.049,1,0.000384615,65,15,47,72
1303,-31.2842,-57.0159,1,0.000384615,101,159,87,114
1304,46.9554,-0.911682,1,0.000384615,159,176,151,172
1305,30.2334,-102.05,1,0.000384615,-1,-1,54,76
1306,38.9241,96.9557,1,0.000384615,-1,-1,135,158
1307,7.00607,101.575,1,0.000384615,89,127,89,112
1308,1.46636,26.0197,1,0.000384615,-1,-1,47,66
1309,32.8346,48.06,1,0.000384615,-1,-1,19,40
1310,15.7302,101.877,1,0.000384615,97,126,95,105
1311,20.0846,45.3732,1,0.000384615,-1,-1,53,64
1312,37.7443,109.056,1,0.000384615,121,163,113,134
1313,24.9021,43.8626,1,0.000384615,158,106,150,162
1314,41.5138,-68.3718,1,0.000384615,83,124,80,103
1315,53.7543,77.6906,1,0.000384615,37,108,32,59
1316,55.6225,120.053,1,0.000384615,47,33,45,61
1317,12.3035,106.846,1,0.000384615,121,34,119,138
1318,4.61537,-62.0574,1,0.000384615,-1,-1,24,35
1319,62.9076,32.2279,1,0.000384615,-1,-1,93,117
1320,-9.04944,32.9347,1,0.000384615,144,199,138,166
1321,15.1465,32.264,1,0.000384615,61,80,55,72
1322,62.238,85.144,1,0.000384615,48,191,40,58
1323,-24.7428,143.732,1,0.000384615,149,67,135,162
1324,-3.25663,127.431,1,0.000384615,-1,-1,116,145
1325,58.7947,125.647,1,0.000384615,162,187,151,179
1326,-16.7952,-50.1193,1,0.000384615,-1,-1,73,92
1327,55.239,86.8878,1,0.000384615,76,198,72,101
1328,-12.1437,-45.7504,1,0.000384615,119,40,117,132
1329,46.7155,127.423,1,0.000384615,64,31,58,84
1330,27.2195,0.74147,1,0.000384615,83,153,71,83
1331,36.3794,97.8303,1,0.000384615,142,21,128,150
1332,13.1734,2.22282,1,0.000384615,156,80,130,156
1333,29.37,7.35153,1,0.000384615,139,169,136,162
1334,41.7274,-102.02,1,0.000384615,-1,-1,90,106
1335,-7.06666,-41.9529,1,0.000384615,-1,-1,35,49
1336,42.2746,98.5688,1,0.000384615,-1,-1,154,165
1337,73.2622,-178.544,1,0.000384615,-1,-1,21,36
1338,-86.1819,-40.1659,1,0.000384615,95,144,83,99
1339,13.1198,-72.1532,1,0.000384615,-1,-1,98,118
1340,51.654,-122.559,1,0.000384615,168,86,163,178
1341,41.8743,-117.838,1,0.000384615,129,106,114,138
1342,47.9918,136.555,1,0.000384615,-1,-1,47,72
1343,-30.5908,-57.6102,1,0.000384615,88,33,87,114
1344,47.7486,-1.75281,1,0.000384615,170,115,151,172
1345,30.2208,-101.329,1,0.000384615,64,93,54,76
1346,36.6205,94.0698,1,0.000384615,-1,-1,135,158
1347,5.42678,101.449,1,0.000384615,95,25,89,112
1348,0.468394,24.3716,1,0.000384615,50,74,47,66
1349,33.6236,49.0113,1,0.000384615,-1,-1,19,40
1350,16.2892,102.254,1,0.000384615,99,25,95,105
1351,19.7859,44.0214,1,0.000384615,-1,-1,53,64
1352,36.8132,109.672,1,0.000384615,117,152,113,134
1353,23.7747,44.3053,1,0.000384615,153,199,150,162
1354,43.4355,-69.9294,1,0.000384615,93,123,80,103
1355,54.2164,77.0168,1,0.000384615,36,108,32,59
1356,55.7132,120.879,1,0.000384615,47,33,45,61
1357,13.4076,104.741,1,0.000384615,-1,-1,119,138
1358,4.38638,-62.3001,1,0.000384615,35,128,24,35
1359,61.536,30.9658,1,0.000384615,-1,-1,93,117
1360,-5.45842,31.1754,1,0.000384615,145,199,138,166
1361,13.7426,36.6055,1,0.000384615,68,96,55,72
1362,61.3672,80.0396,1,0.000384615,44,107,40,58
1363,-26.2232,143.614,1,0.000384615,-1,-1,135,162
1364,-3.17598,125.725,1,0.000384615,128,148,116,145
1365,56.5772,124.6,1,0.000384615,-1,-1,151,179
1366,-17.0763,-49.3901,1,0.000384615,-1,-1,73,92
1367,55.6247,87.7615,1,0.000384615,76,198,72,101
1368,-11.8327,-46.4778,1,0.000384615,-1,-1,117,132
1369,45.8549,127.477,1,0.000384615,63,31,58,84
1370,28.9491,1.18172,1,0.000384615,-1,-1,71,83
1371,34.8974,97.3338,1,0.000384615,146,159,128,150
1372,13.9954,2.38466,1,0.000384615,140,177,130,156
1373,29.5925,8.62393,1,0.000384615,139,98,136,162
1374,41.0243,-100.51,1,0.000384615,-1,-1,90,106
1375,-7.93599,-40.8082,1,0.000384615,-1,-1,35,49
1376,40.5802,98.9525,1,0.000384615,159,169,154,165
1377,70.913,177.218,1,0.000384615,30,4,21,36
1378,-86.1763,-36.5304,1,0.000384615,-1,-1,83,99
1379,9.50205,-70.3153,1,0.000384615,-1,-1,98,118
1380,50.8345,-122.087,1,0.000384615,164,43,163,178
1381,44.165,-117.802,1,0.000384615,130,106,114,138
1382,46.2816,138.27,1,0.000384615,-1,-1,47,72
1383,-31.3817,-55.1001,1,0.000384615,109,144,87,114
1384,47.5184,-1.07188,1,0.000384615,170,115,151,172
1385,32.1225,-100.639,1,0.000384615,75,92,54,76
1386,37.8447,94.4481,1,0.000384615,151,20,135,158
1387,5.5898,100.874,1,0.000384615,99,126,89,112
1388,0.639231,24.4465,1,0.000384615,50,74,47,66
1389,33.5657,45.9259,1,0.000384615,-1,-1,19,40
1390,17.2019,101.01,1,0.000384615,103,10,95,105
1391,20.3062,43.4224,1,0.000384615,56,186,53,64
1392,38.0359,112.727,1,0.000384615,122,163,113,134
1393,24.3202,44.8423,1,0.000384615,152,118,150,162
1394,44.242,-69.9068,1,0.000384615,91,54,80,103
1395,53.0208,77.1508,1,0.000384615,32,134,32,59
1396,54.2778,122.189,1,0.000384615,-1,-1,45,61
1397,13.1042,105.962,1,0.000384615,123,136,119,138
1398,5.8213,-62.2937,1,0.000384615,-1,-1,24,35
1399,62.5908,29.9022,1,0.000384615,-1,-1,93,117
1400,-7.20677,32.4039,1,0.000384615,154,198,138,166
1401,16.1167,33.3701,1,0.000384615,-1,-1,55,72
1402,62.3878,79.8582,1,0.000384615,-1,-1,40,58
1403,-27.4811,146.091,1,0.000384615,-1,-1,135,162
1404,-3.78343,126.752,1,0.000384615,119,149,116,145
1405,55.9246,126.528,1,0.000384615,-1,-1,151,179
1406,-17.5243,-48.5003,1,0.000384615,-1,-1,73,92
1407,55.1219,87.1619,1,0.000384615,76,198,72,101
1408,-13.8163,-48.5169,1,0.000384615,124,143,117,132
1409,45.4698,126.413,1,0.000384615,-1,-1,58,84
1410,29.7044,2.52382,1,0.000384615,-1,-1,71,83
1411,36.0384,96.0972,1,0.000384615,-1,-1,128,150
1412,16.4728,2.4975,1,0.000384615,136,169,130,156
1413,29.8973,7.97255,1,0.000384615,138,98,136,162
1414,42.06,-102.055,1,0.000384615,-1,-1,90,106
1415,-8.04636,-43.6172,1,0.000384615,-1,-1,35,49
1416,41.6313,97.1478,1,0.000384615,-1,-1,154,165
1417,71.7304,-170.451,1,0.000384615,29,194,21,36
1418,-84.7904,-30.5863,1,0.000384615,86,170,83,99
1419,10.3674,-71.4587,1,0.000384615,-1,-1,98,118
1420,51.2401,-121.242,1,0.000384615,163,43,163,178
1421,42.822,-117.259,1,0.000384615,120,107,114,138
1422,47.3713,135.615,1,0.000384615,67,143,47,72
1423,-30.3914,-57.1699,1,0.000384615,111,158,87,114
1424,47.8453,-2.77901,1,0.000384615,160,116,151,172
1425,32.1385,-102.74,1,0.000384615,60,103,54,76
1426,39.4909,94.5887,1,0.000384615,143,21,135,158
1427,5.81189,101.599,1,0.000384615,100,126,89,112
1428,1.03123,23.5858,1,0.000384615,51,176,47,66
1429,33.9652,49.302,1,0.000384615,-1,-1,19,40
1430,14.7597,102.122,1,0.000384615,103,138,95,105
1431,22.3722,43.1263,1,0.000384615,-1,-1,53,64
1432,35.8883,110.519,1,0.000384615,118,35,113,134
1433,22.8691,45.8625,1,0.000384615,153,118,150,162
1434,46.0562,-72.5826,1,0.000384615,101,90,80,103
1435,53.1274,75.632,1,0.000384615,45,191,32,59
1436,55.2019,119.005,1,0.000384615,57,32,45,61
1437,13.2477,105.075,1,0.000384615,123,136,119,138
1438,4.95843,-62.3069,1,0.000384615,26,27,24,35
1439,62.288,34.2495,1,0.000384615,-1,-1,93,117
1440,-5.76667,32.2622,1,0.000384615,150,98,138,166
1441,15.0718,33.3482,1,0.000384615,66,96,55,72
1442,61.6369,79.3176,1,0.000384615,44,107,40,58
1443,-26.0588,144.554,1,0.000384615,-1,-1,135,162
1444,-4.35634,126.073,1,0.000384615,134,43,116,145
1445,58.123,126.726,1,0.000384615,172,186,151,179
1446,-16.6341,-49.4594,1,0.000384615,-1,-1,73,92
1447,56.1683,88.6034,1,0.000384615,76,127,72,101
1448,-12.6002,-45.9073,1,0.000384615,127,157,117,132
1449,45.6674,129.259,1,0.000384615,-1,-1,58,84
1450,27.4339,0.684326,1,0.000384615,83,153,71,83
1451,36.0551,97.2616,1,0.000384615,-1,-1,128,150
1452,13.1867,4.11983,1,0.000384615,-1,-1,130,156
1453,29.2986,7.73747,1,0.000384615,139,98,136,162
1454,39.1266,-101.713,1,0.000384615,-1,-1,90,106
1455,-5.39735,-42.262,1,0.000384615,-1,-1,35,49
1456,40.8405,98.4731,1,0.000384615,-1,-1,154,165
1457,71.4233,-177.751,1,0.000384615,21,5,21,36
1458,-86.489,6.14801,1,0.000384615,-1,-1,83,99
1459,11.1181,-70.9625,1,0.000384615,-1,-1,98,118
1460,51.6322,-121.563,1,0.000384615,163,43,163,178
1461,43.4167,-117.713,1,0.000384615,-1,-1,114,138
1462,47.1562,134.269,1,0.000384615,-1,-1,47,72
1463,-33.1097,-56.1224,1,0.000384615,91,17,87,114
1464,50.2842,-3.50371,1,0.000384615,168,139,151,172
1465,30.5387,-103.982,1,0.000384615,68,102,54,76
1466,39.0588,94.1887,1,0.000384615,154,158,135,158
1467,7.93798,101.87,1,0.000384615,106,24,89,112
1468,2.11035,26.3165,1,0.000384615,-1,-1,47,66
1469,32.9987,47.3314,1,0.000384615,37,160,19,40
1470,17.1459,101.601,1,0.000384615,96,126,95,105
1471,19.9439,43.9742,1,0.000384615,56,186,53,64
1472,36.4801,112.624,1,0.000384615,132,162,113,134
1473,23.8473,45.255,1,0.000384615,150,107,150,162
1474,44.8137,-72.2546,1,0.000384615,81,92,80,103
1475,52.3238,75.8747,1,0.000384615,41,133,32,59
1476,55.423,120.564,1,0.000384615,47,33,45,61
1477,11.6735,107.161,1,0.000384615,-1,-1,119,138
1478,4.78094,-62.728,1,0.000384615,27,27,24,35
1479,62.6339,37.1452,1,0.000384615,-1,-1,93,117
1480,-7.85407,31.1853,1,0.000384615,153,198,138,166
1481,14.0093,35.1483,1,0.000384615,-1,-1,55,72
1482,61.6203,82.8403,1,0.000384615,47,191,40,58
1483,-25.3773,144.652,1,0.000384615,139,68,135,162
1484,-4.95684,127.586,1,0.000384615,139,147,116,145
1485,58.4953,126.03,1,0.000384615,162,187,151,179
1486,-17.411,-52.5082,1,0.000384615,-1,-1,73,92
1487,55.7124,85.6662,1,0.000384615,78,185,72,101
1488,-12.024,-47.5028,1,0.000384615,126,157,117,132
1489,45.5031,129.353,1,0.000384615,-1,-1,58,84
1490,27.2349,2.15929,1,0.000384615,-1,-1,71,83
1491,35.9104,99.1412,1,0.000384615,146,16,128,150
1492,13.75,2.9283,1,0.000384615,131,178,130,156
1493,28.713,6.70222,1,0.000384615,138,169,136,162
1494,39.9327,-100.946,1,0.000384615,-1,-1,90,106
1495,-7.38503,-43.148,1,0.000384615,-1,-1,35,49
1496,42.8278,98.7991,1,0.000384615,-1,-1,154,165
1497,71.6294,-174.831,1,0.000384615,-1,-1,21,36
1498,-84.344,-23.6231,1,0.000384615,86,170,83,99
1499,11.9399,-69.9383,1,0.000384615,-1,-1,98,118
1500,51.0178,-119.846,1,0.000384615,174,42,163,178
1501,41.4068,-116.112,1,0.000384615,119,107,114,138
1502,47.0163,138.18,1,0.000384615,47,145,47,72
1503,-32.3932,-54.3514,1,0.000384615,-1,-1,87,114
1504,46.9685,-1.32593,1,0.000384615,159,176,151,172
1505,31.1845,-103.637,1,0.000384615,69,102,54,76
1506,37.1393,95.2942,1,0.000384615,-1,-1,135,158
1507,5.9671,100.743,1,0.000384615,99,126,89,112
1508,2.15097,25.3843,1,0.000384615,-1,-1,47,66
1509,33.2829,47.7633,1,0.000384615,37,160,19,40
1510,16.2824,101.412,1,0.000384615,97,126,95,105
1511,20.267,44.6098,1,0.000384615,-1,-1,53,64
1512,36.5798,108.949,1,0.000384615,118,152,113,134
1513,23.0561,45.0396,1,0.000384615,150,107,150,162
1514,43.7286,-73.7324,1,0.000384615,-1,-1,80,103
1515,54.539,76.7924,1,0.000384615,36,108,32,59
1516,54.4959,118.853,1,0.000384615,61,20,45,61
1517,11.1984,105.54,1,0.000384615,124,136,119,138
1518,5.20355,-62.2345,1,0.000384615,26,27,24,35
1519,62.6451,33.5459,1,0.000384615,-1,-1,93,117
1520,-8.06339,30.7734,1,0.000384615,153,198,138,166
1521,14.3768,35.139,1,0.000384615,-1,-1,55,72
1522,61.9505,82.7234,1,0.000384615,57,190,40,58
1523,-25.7573,144.811,1,0.000384615,-1,-1,135,162
1524,-4.93023,126.392,1,0.000384615,120,149,116,145
1525,57.1167,126.104,1,0.000384615,-1,-1,151,179
1526,-16.9024,-48.5358,1,0.000384615,-1,-1,73,92
1527,55.5753,86.3616,1,0.000384615,76,198,72,101
1528,-12.9237,-45.1658,1,0.000384615,-1,-1,117,132
1529,43.9593,129.792,1,0.000384615,65,169,58,84
1530,26.1801,2.36894,1,0.000384615,-1,-1,71,83
1531,35.0368,96.7151,1,0.000384615,-1,-1,128,150
1532,15.2061,3.4424,1,0.000384615,145,81,130,156
1533,28.0115,9.93634,1,0.000384615,140,98,136,162
1534,41.4896,-103.387,1,0.000384615,-1,-1,90,106
1535,-7.38944,-41.9357,1,0.000384615,-1,-1,35,49
1536,42.156,100.735,1,0.000384615,-1,-1,154,165
1537,70.4504,-175.223,1,0.000384615,22,5,21,36
1538,-85.8148,-16.74,1,0.000384615,85,170,83,99
1539,9.24324,-71.1437,1,0.000384615,-1,-1,98,118
1540,51.7271,-120.975,1,0.000384615,163,43,163,178
1541,43.503,-117.706,1,0.000384615,-1,-1,114,138
1542,45.9977,138.19,1,0.000384615,65,15,47,72
1543,-31.6284,-56.8384,1,0.000384615,101,159,87,114
1544,47.7702,-3.97057,1,0.000384615,159,116,151,172
1545,30.061,-101.604,1,0.000384615,-1,-1,54,76
1546,40.2854,94.6484,1,0.000384615,148,160,135,158
1547,6.88529,100.732,1,0.000384615,-1,-1,89,112
1548,1.8305,25.0572,1,0.000384615,49,74,47,66
1549,34.4818,48.789,1,0.000384615,-1,-1,19,40
1550,16.5246,101.917,1,0.000384615,97,126,95,105
1551,19.2451,45.7134,1,0.000384615,-1,-1,53,64
1552,37.5842,110.455,1,0.000384615,127,34,113,134
1553,23.7475,45.9579,1,0.000384615,-1,-1,150,162
1554,45.8354,-71.4963,1,0.000384615,82,92,80,103
1555,53.7826,77.5626,1,0.000384615,37,108,32,59
1556,56.4525,120.523,1,0.000384615,52,21,45,61
1557,12.8429,105.4,1,0.000384615,123,136,119,138
1558,4.81959,-63.2998,1,0.000384615,26,129,24,35
1559,62.8989,33.943,1,0.000384615,-1,-1,93,117
1560,-9.87508,32.4292,1,0.000384615,-1,-1,138,166
1561,14.4438,34.6617,1,0.000384615,67,96,55,72
1562,60.2754,83.6029,1,0.000384615,49,188,40,58
1563,-25.3825,142.5,1,0.000384615,-1,-1,135,162
1564,-3.69301,126.923,1,0.000384615,119,149,116,145
