target,lat_deg,lon_deg,on_land,priority,captured_step,captured_by
1914,45.7738,-71.0187,1,0.000384615,28,46
1915,51.7932,77.3936,1,0.000384615,126,3
1916,55.6566,117.678,1,0.000384615,3,6
1917,12.2971,106.683,1,0.000384615,16,66
1918,3.7046,-62.7747,1,0.000384615,21,61
1919,63.677,31.8822,1,0.000384615,28,73
1920,-8.83664,33.0762,1,0.000384615,56,92
1921,14.6902,36.6756,1,0.000384615,92,99
1922,62.2756,80.1483,1,0.000384615,46,89
1923,-25.3956,144.408,1,0.000384615,11,68
1924,-1.00023,126.055,1,0.000384615,1,10
1925,57.838,123.155,1,0.000384615,12,83
1926,-16.5976,-49.4422,1,0.000384615,15,14
1927,54.8709,85.2296,1,0.000384615,89,7
1928,-13.2937,-46.7967,1,0.000384615,70,76
1929,45.1105,128.969,1,0.000384615,105,90
1930,27.4575,0.204956,1,0.000384615,61,34
1931,36.0232,95.9355,1,0.000384615,25,3
1932,15.139,4.54893,1,0.000384615,66,85
1933,28.5631,11.6346,1,0.000384615,36,47
1934,41.716,-101.304,1,0.000384615,4,8
1935,-6.93596,-41.526,1,0.000384615,72,76
1936,39.7286,96.0691,1,0.000384615,48,95
1937,69.4832,-179.932,1,0.000384615,11,37
1938,-85.8444,-31.0861,1,0.000384615,72,36
1939,10.8061,-70.3472,1,0.000384615,6,14
1940,52.712,-121.153,1,0.000384615,49,3
1941,42.5159,-117.383,1,0.000384615,1,13
1942,46.3799,136.395,1,0.000384615,13,76
1943,-31.2545,-56.5542,1,0.000384615,85,74
1944,47.8516,-1.27386,1,0.000384615,1,65
1945,30.1976,-104.388,1,0.000384615,9,47
1946,38.0419,93.881,1,0.000384615,6,5
1947,6.6626,100.712,1,0.000384615,98,10
1948,0.973324,25.1457,1,0.000384615,84,43
1949,32.7132,50.0249,1,0.000384615,6,53
1950,16.1356,102.264,1,0.000384615,24,65
1951,19.8314,44.4036,1,0.000384615,85,90
1952,37.5717,108.909,1,0.000384615,140,73
1953,23.6599,45.9138,1,0.000384615,67,57
1954,43.6627,-69.5575,1,0.000384615,72,54
1955,53.8612,76.5947,1,0.000384615,108,5
1956,55.9532,117.702,1,0.000384615,13,5
1957,13.082,106.621,1,0.000384615,45,63
1958,4.06949,-64.354,1,0.000384615,9,14
1959,64.6256,30.1353,1,0.000384615,4,39
1960,-9.29659,32.5506,1,0.000384615,26,95
1961,14.0247,34.1262,1,0.000384615,3,41
1962,61.6433,80.976,1,0.000384615,6,83
1963,-26.1278,143.681,1,0.000384615,10,68
1964,-2.52886,125.742,1,0.000384615,121,22
1965,58.7247,126.053,1,0.000384615,3,84
1966,-16.0796,-51.1742,1,0.000384615,54,10
1967,55.7951,89.8114,1,0.000384615,105,76
1968,-11.7262,-47.3338,1,0.000384615,80,75
1969,46.1032,129.291,1,0.000384615,32,74
1970,27.0048,3.77234,1,0.000384615,43,36
1971,34.9043,95.0095,1,0.000384615,5,5
1972,16.2889,4.67802,1,0.000384615,45,36
1973,27.6581,8.77237,1,0.000384615,55,45
1974,38.788,-102.625,1,0.000384615,31,45
1975,-7.76671,-42.5283,1,0.000384615,62,77
1976,40.5863,100.771,1,0.000384615,18,4
1977,71.953,-175.987,1,0.000384615,2,7
1978,-85.9898,-14.6009,1,0.000384615,53,38
1979,10.8126,-70.0063,1,0.000384615,6,14
1980,51.7578,-123.597,1,0.000384615,19,6
1981,42.0494,-117.749,1,0.000384615,11,12
1982,48.7173,139.149,1,0.000384615,26,98
1983,-31.3899,-58.8228,1,0.000384615,106,15
1984,48.336,-3.50214,1,0.000384615,10,49
1985,30.6679,-102.08,1,0.000384615,16,7
1986,39.1828,94.4473,1,0.000384615,27,3
1987,6.10229,102.399,1,0.000384615,87,11
1988,1.37177,25.6057,1,0.000384615,84,43
1989,33.2527,47.5414,1,0.000384615,5,53
1990,16.4909,100.789,1,0.000384615,139,16
1991,21.3172,44.4419,1,0.000384615,125,96
1992,36.5181,110.483,1,0.000384615,112,76
1993,24.5727,45.2211,1,0.000384615,66,57
1994,44.3326,-71.4092,1,0.000384615,8,48
1995,53.0256,77.1154,1,0.000384615,97,6
1996,54.3212,120.885,1,0.000384615,40,73
1997,12.7109,106.201,1,0.000384615,100,10
1998,3.88926,-62.3447,1,0.000384615,19,13
1999,62.028,37.1213,1,0.000384615,138,89
2000,33.9007,85.0037,1,3.84615e-05,74,8
2001,-16.3642,-60.2069,1,3.84615e-05,164,23
2002,-49.5235,-72.8763,1,3.84615e-05,88,73
2003,31.5748,35.0688,1,3.84615e-05,123,51
2004,18.9789,12.044,1,3.84615e-05,7,30
2005,69.5803,-27.6766,1,3.84615e-05,164,32
2006,-16.902,39.7215,1,3.84615e-05,174,6
2007,45.4388,10.7593,1,3.84615e-05,171,85
2008,-2.74588,-54.8184,1,3.84615e-05,1,63
2009,29.23,112.967,1,3.84615e-05,-1,-1
2010,2.1657,39.6318,1,3.84615e-05,-1,-1
2011,-72.6079,155.639,1,3.84615e-05,154,38
2012,-11.2865,34.0968,1,3.84615e-05,-1,-1
2013,34.1715,52.3179,1,3.84615e-05,-1,-1
2014,12.6547,25.9435,1,3.84615e-05,170,91
2015,51.6373,-69.0751,1,3.84615e-05,-1,-1
2016,-13.1603,14.8598,1,3.84615e-05,15,30
2017,-79.2751,-102.995,1,3.84615e-05,-1,-1
2018,-68.6442,52.8068,1,3.84615e-05,16,1
2019,-68.7357,45.8803,1,3.84615e-05,35,9
2020,3.83365,-68.5313,1,3.84615e-05,48,10
2021,75.7809,-94.4747,1,3.84615e-05,167,20
2022,17.8656,80.7752,1,3.84615e-05,139,63
2023,55.5297,46.8679,1,3.84615e-05,109,82
2024,-4.56371,-46.2117,1,3.84615e-05,112,72
2025,36.4217,-90.75,1,3.84615e-05,167,54
2026,3.97797,45.0298,1,3.84615e-05,-1,-1
2027,60.4693,17.7968,1,3.84615e-05,65,79
2028,-15.1222,-72.9439,1,3.84615e-05,140,11
2029,-74.0656,64.7453,1,3.84615e-05,-1,-1
2030,51.5869,-111.427,1,3.84615e-05,-1,-1
2031,57.518,44.1563,1,3.84615e-05,178,85
2032,-75.707,68.5372,1,3.84615e-05,167,25
2033,35.6834,-92.908,1,3.84615e-05,176,53
2034,30.5159,42.9225,1,3.84615e-05,85,55
2035,51.9102,30.4484,1,3.84615e-05,174,68
2036,43.7278,-104.696,1,3.84615e-05,141,44
2037,-80.3435,149.104,1,3.84615e-05,171,36
2038,30.5872,54.4546,1,3.84615e-05,179,7
2039,-82.3221,-92.5182,1,3.84615e-05,177,35
2040,49.606,56.547,1,3.84615e-05,1,66
2041,-10.7411,-54.1221,1,3.84615e-05,134,26
2042,-1.38385,102.204,1,3.84615e-05,-1,-1
2043,61.6865,69.2208,1,3.84615e-05,178,8
2044,-26.4587,-69.9997,1,3.84615e-05,162,19
2045,-5.98756,-35.4765,1,3.84615e-05,34,70
2046,22.5713,21.0768,1,3.84615e-05,69,44
2047,-38.7165,-72.6276,1,3.84615e-05,150,77
2048,-31.7076,-64.5238,1,3.84615e-05,175,18
2049,-1.1235,-66.5034,1,3.84615e-05,-1,-1
2050,24.5514,12.3484,1,3.84615e-05,87,42
2051,61.4158,-46.5891,1,3.84615e-05,1,28
2052,75.9291,102.818,1,3.84615e-05,-1,-1
2053,14.3116,-1.71619,1,3.84615e-05,113,80
2054,-4.34273,140.574,1,3.84615e-05,95,79
2055,41.3632,42.6901,1,3.84615e-05,28,80
2056,41.5694,-86.5703,1,3.84615e-05,178,53
2057,50.1137,-106.061,1,3.84615e-05,2,8
2058,31.3131,-9.03775,1,3.84615e-05,111,49
2059,39.7516,-116.8,1,3.84615e-05,149,43
2060,67.2437,121.33,1,3.84615e-05,104,6
2061,1.10899,-68.1725,1,3.84615e-05,178,21
2062,33.8096,95.1117,1,3.84615e-05,-1,-1
2063,-76.2037,-21.6808,1,3.84615e-05,107,1
2064,16.5527,100.848,1,3.84615e-05,139,16
2065,50.9479,129.902,1,3.84615e-05,163,29
2066,-20.9414,34.5709,1,3.84615e-05,-1,-1
2067,30.9555,82.7062,1,3.84615e-05,78,69
2068,9.99101,-3.54907,1,3.84615e-05,-1,-1
2069,62.0111,171.509,1,3.84615e-05,57,32
2070,-28.4189,125.496,1,3.84615e-05,-1,-1
2071,-73.2598,-63.8674,1,3.84615e-05,65,5
2072,-84.6369,-144.693,1,3.84615e-05,179,35
2073,28.6037,23.1249,1,3.84615e-05,171,56
2074,-80.1708,24.1767,1,3.84615e-05,1,22
2075,-23.008,-50.89,1,3.84615e-05,128,27
2076,11.8924,19.8964,1,3.84615e-05,158,92
2077,7.98718,7.228,1,3.84615e-05,169,44
2078,61.6059,14.1997,1,3.84615e-05,45,71
2079,5.22665,40.2295,1,3.84615e-05,180,6
2080,36.9816,41.7578,1,3.84615e-05,13,52
2081,-68.3589,81.9012,1,3.84615e-05,-1,-1
2082,-8.61495,-48.7486,1,3.84615e-05,133,26
2083,27.364,108.603,1,3.84615e-05,-1,-1
2084,-5.06596,-69.1147,1,3.84615e-05,59,19
2085,-23.4161,-56.4133,1,3.84615e-05,-1,-1
2086,52.5453,-76.0657,1,3.84615e-05,155,22
2087,29.2735,65.6376,1,3.84615e-05,164,60
2088,36.068,-82.7958,1,3.84615e-05,138,57
2089,78.203,-59.4001,1,3.84615e-05,44,23
2090,-9.1661,-47.4277,1,3.84615e-05,-1,-1
2091,29.1945,98.55,1,3.84615e-05,21,65
2092,40.2812,-120.701,1,3.84615e-05,51,18
2093,-81.8686,159.616,1,3.84615e-05,152,38
2094,-17.7207,-40.9962,1,3.84615e-05,108,29
2095,-4.84265,104.389,1,3.84615e-05,46,15
2096,-33.4174,-53.2146,1,3.84615e-05,157,10
2097,39.9579,106.098,1,3.84615e-05,30,97
2098,11.9882,122.428,1,3.84615e-05,172,27
2099,-37.5791,-64.8772,1,3.84615e-05,-1,-1
2100,54.8983,83.4517,1,3.84615e-05,163,70
2101,47.7296,32.4871,1,3.84615e-05,145,61
2102,59.4873,103.684,1,3.84615e-05,-1,-1
2103,66.8779,-122.151,1,3.84615e-05,16,6
2104,-75.2548,161.833,1,3.84615e-05,115,32
2105,66.88,178.841,1,3.84615e-05,160,1
2106,-34.0345,20.1128,1,3.84615e-05,-1,-1
2107,37.3457,-96.0932,1,3.84615e-05,43,44
2108,7.63359,-8.43481,1,3.84615e-05,101,81
2109,-43.89,146.553,1,3.84615e-05,7,56
2110,60.1386,153.433,1,3.84615e-05,119,24
2111,-15.5921,33.1891,1,3.84615e-05,35,94
2112,-78.9942,67.2215,1,3.84615e-05,-1,-1
2113,66.2556,20.7225,1,3.84615e-05,-1,-1
2114,30.0256,65.2593,1,3.84615e-05,139,1
2115,40.969,103.46,1,3.84615e-05,-1,-1
2116,-6.28658,-78.7441,1,3.84615e-05,85,64
2117,23.8825,48.2752,1,3.84615e-05,-1,-1
2118,73.2761,106.685,1,3.84615e-05,-1,-1
2119,-85.4477,82.2134,1,3.84615e-05,-1,-1
2120,-76.8458,-121.113,1,3.84615e-05,-1,-1
2121,-41.5608,172.687,1,3.84615e-05,80,47
2122,-15.6303,20.6904,1,3.84615e-05,177,44
2123,32.3205,98.6334,1,3.84615e-05,-1,-1
2124,20.7137,86.3182,1,3.84615e-05,11,4
2125,17.4099,8.09209,1,3.84615e-05,137,47
2126,45.3807,101.751,1,3.84615e-05,179,92
2127,75.9571,106.303,1,3.84615e-05,-1,-1
2128,60.1148,112.693,1,3.84615e-05,118,82
2129,-2.35217,-47.4723,1,3.84615e-05,122,71
2130,46.8962,-76.166,1,3.84615e-05,67,42
2131,51.698,-81.2624,1,3.84615e-05,-1,-1
2132,18.4331,-4.81557,1,3.84615e-05,175,43
2133,35.647,126.609,1,3.84615e-05,173,87
2134,20.6684,-101.178,1,3.84615e-05,88,15
2135,-75.9837,78.2396,1,3.84615e-05,-1,-1
2136,58.6572,129.4,1,3.84615e-05,-1,-1
2137,44.4893,-90.0375,1,3.84615e-05,64,42
2138,-69.9433,113.544,1,3.84615e-05,113,21
2139,30.6128,41.6166,1,3.84615e-05,155,93
2140,2.09018,17.8267,1,3.84615e-05,155,92
2141,47.129,55.5939,1,3.84615e-05,-1,-1
2142,40.0065,-90.0636,1,3.84615e-05,-1,-1
2143,36.0895,93.37,1,3.84615e-05,178,79
2144,53.3259,93.3242,1,3.84615e-05,-1,-1
2145,27.637,79.4361,1,3.84615e-05,52,0
2146,22.0514,88.8207,1,3.84615e-05,60,61
2147,9.98748,-74.1034,1,3.84615e-05,55,19
2148,41.972,123.032,1,3.84615e-05,177,13
2149,-34.0783,117.523,1,3.84615e-05,147,64
2150,-20.8261,20.8136,1,3.84615e-05,62,91
2151,0.166649,15.7343,1,3.84615e-05,165,91
2152,17.3264,45.7961,1,3.84615e-05,128,51
2153,-16.9081,17.6465,1,3.84615e-05,82,99
2154,25.7067,-13.4726,1,3.84615e-05,35,71
2155,-69.8207,83.0172,1,3.84615e-05,-1,-1
2156,-1.97015,17.0334,1,3.84615e-05,3,31
2157,39.7666,52.6557,1,3.84615e-05,180,7
2158,80.0764,-93.6343,1,3.84615e-05,90,28
2159,64.2571,-97.4293,1,3.84615e-05,-1,-1
2160,46.7121,53.6112,1,3.84615e-05,1,83
2161,33.6597,103.172,1,3.84615e-05,-1,-1
2162,48.8669,123.786,1,3.84615e-05,-1,-1
2163,48.0328,-57.4957,1,3.84615e-05,169,67
2164,71.1401,97.7971,1,3.84615e-05,5,76
2165,35.4275,-82.4262,1,3.84615e-05,77,53
2166,-34.9833,144.95,1,3.84615e-05,-1,-1
2167,23.5389,109.299,1,3.84615e-05,4,67
2168,3.1782,16.2677,1,3.84615e-05,2,31
2169,-9.85433,-61.4109,1,3.84615e-05,-1,-1
2170,-32.0229,135.729,1,3.84615e-05,-1,-1
2171,30.6942,46.3053,1,3.84615e-05,177,91
2172,42.6971,-85.5658,1,3.84615e-05,179,53
2173,-18.6086,139.152,1,3.84615e-05,128,76
2174,47.7397,-108.045,1,3.84615e-05,132,45
2175,-3.17007,-73.7408,1,3.84615e-05,87,16
2176,51.1369,5.28795,1,3.84615e-05,150,60
2177,66.2631,74.1754,1,3.84615e-05,169,9
2178,44.283,24.664,1,3.84615e-05,95,83
2179,26.5038,74.7048,1,3.84615e-05,136,63
2180,31.946,-7.92856,1,3.84615e-05,27,72
2181,41.7071,-73.677,1,3.84615e-05,177,20
2182,6.09921,7.83232,1,3.84615e-05,170,44
2183,46.0322,106.289,1,3.84615e-05,128,74
2184,-80.4759,-141.388,1,3.84615e-05,57,38
2185,22.4923,30.7389,1,3.84615e-05,2,82
2186,55.8672,131.792,1,3.84615e-05,175,28
2187,-84.5637,12.5074,1,3.84615e-05,24,31
2188,13.0263,20.945,1,3.84615e-05,179,90
2189,46.3346,4.36739,1,3.84615e-05,155,57
2190,65.9715,-175.789,1,3.84615e-05,180,9
2191,15.7506,3.16406,1,3.84615e-05,36,37
2192,60.4847,10.5298,1,3.84615e-05,62,33
2193,16.6255,48.3547,1,3.84615e-05,164,8
2194,-4.92895,-43.9203,1,3.84615e-05,93,74
2195,-19.2804,16.6909,1,3.84615e-05,71,90
2196,-33.6357,141.447,1,3.84615e-05,-1,-1
2197,19.1247,25.7588,1,3.84615e-05,-1,-1
2198,62.0499,13.2353,1,3.84615e-05,52,34
2199,41.5913,-85.7774,1,3.84615e-05,-1,-1
2200,37.1604,-95.6398,1,3.84615e-05,43,44
2201,33.946,-91.2243,1,3.84615e-05,3,48
2202,4.21502,40.4422,1,3.84615e-05,81,90
2203,77.0764,-50.3277,1,3.84615e-05,6,27
2204,-1.14317,-76.4592,1,3.84615e-05,96,15
2205,47.3146,-100.99,1,3.84615e-05,172,41
2206,9.20538,35.5667,1,3.84615e-05,121,96
2207,-0.707458,-68.8102,1,3.84615e-05,68,18
2208,-21.6049,144.826,1,3.84615e-05,81,71
2209,-32.7731,149.398,1,3.84615e-05,113,78
2210,-10.7307,-43.0826,1,3.84615e-05,-1,-1
2211,44.6056,64.6645,1,3.84615e-05,-1,-1
2212,50.1972,-81.3132,1,3.84615e-05,180,53
2213,8.86682,15.4876,1,3.84615e-05,176,90
2214,41.9197,82.0953,1,3.84615e-05,-1,-1
2215,21.1824,48.936,1,3.84615e-05,-1,-1
2216,15.2207,18.6874,1,3.84615e-05,-1,-1
2217,-28.5398,136.848,1,3.84615e-05,-1,-1
2218,34.1543,133.608,1,3.84615e-05,145,80
2219,70.0214,-30.1085,1,3.84615e-05,174,31
2220,5.22694,11.0968,1,3.84615e-05,-1,-1
2221,39.9551,-86.3613,1,3.84615e-05,5,48
2222,61.834,40.5013,1,3.84615e-05,-1,-1
2223,22.0406,-15.2091,1,3.84615e-05,163,85
2224,45.1982,45.2413,1,3.84615e-05,2,53
2225,63.4527,160.18,1,3.84615e-05,142,33
2226,-27.2928,-64.1043,1,3.84615e-05,154,10
2227,62.9555,81.1125,1,3.84615e-05,63,70
2228,36.5441,118.977,1,3.84615e-05,-1,-1
2229,11.6616,0.367569,1,3.84615e-05,-1,-1
2230,58.4741,140.576,1,3.84615e-05,24,82
2231,39.2587,20.8567,1,3.84615e-05,129,50
2232,37.1742,65.679,1,3.84615e-05,161,93
2233,-20.4619,142.339,1,3.84615e-05,119,77
2234,-13.7324,-56.5081,1,3.84615e-05,163,23
2235,-0.729279,-77.9897,1,3.84615e-05,97,63
2236,44.4678,41.4671,1,3.84615e-05,177,68
2237,32.9357,-82.7848,1,3.84615e-05,57,55
2238,-7.82579,13.2911,1,3.84615e-05,133,94
2239,80.1617,-70.3587,1,3.84615e-05,24,25
2240,-18.1308,22.6758,1,3.84615e-05,-1,-1
2241,31.5906,111.696,1,3.84615e-05,164,14
2242,53.8475,-66.2757,1,3.84615e-05,178,41
2243,-5.78088,18.3482,1,3.84615e-05,134,94
2244,-15.1675,25.6691,1,3.84615e-05,64,91
2245,51.606,-67.1032,1,3.84615e-05,-1,-1
2246,74.4728,-23.6691,1,3.84615e-05,172,31
2247,46.8907,-107.296,1,3.84615e-05,-1,-1
2248,62.2735,-143.438,1,3.84615e-05,114,6
2249,48.2646,50.1581,1,3.84615e-05,119,64
2250,-16.4612,-57.2785,1,3.84615e-05,-1,-1
2251,73.9836,-31.5694,1,3.84615e-05,173,31
2252,64.2478,137.931,1,3.84615e-05,180,39
2253,47.3808,37.651,1,3.84615e-05,176,68
2254,-0.739403,115.461,1,3.84615e-05,170,71
2255,52.7715,84.8105,1,3.84615e-05,154,71
2256,19.9491,-14.3881,1,3.84615e-05,172,84
2257,-84.6557,26.3593,1,3.84615e-05,-1,-1
2258,68.3481,-71.8417,1,3.84615e-05,113,26
2259,0.191139,25.9984,1,3.84615e-05,85,43
2260,-8.59584,36.5729,1,3.84615e-05,-1,-1
2261,65.3227,-22.3591,1,3.84615e-05,137,35
2262,-10.6951,27.5226,1,3.84615e-05,-1,-1
2263,55.4278,103.592,1,3.84615e-05,-1,-1
2264,-11.0614,-64.2923,1,3.84615e-05,91,16
2265,-2.33527,34.0146,1,3.84615e-05,96,42
2266,44.1677,123.482,1,3.84615e-05,-1,-1
2267,-85.3915,6.70239,1,3.84615e-05,-1,-1
2268,38.4287,-92.8256,1,3.84615e-05,33,45
2269,-20.7167,-60.0583,1,3.84615e-05,74,18
2270,15.1558,121.904,1,3.84615e-05,-1,-1
2271,-17.2098,35.2265,1,3.84615e-05,175,6
2272,51.5596,-108.622,1,3.84615e-05,-1,-1
2273,24.3262,10.815,1,3.84615e-05,96,41
2274,33.1367,67.8443,1,3.84615e-05,141,1
2275,43.471,99.8153,1,3.84615e-05,169,93
2276,45.6701,-85.0028,1,3.84615e-05,-1,-1
2277,46.7336,120.55,1,3.84615e-05,-1,-1
2278,5.44825,-59.7233,1,3.84615e-05,12,62
2279,1.13338,17.8143,1,3.84615e-05,156,92
2280,-22.0413,44.6438,1,3.84615e-05,92,43
2281,24.7371,69.7051,1,3.84615e-05,119,3
2282,62.2654,156.035,1,3.84615e-05,123,35
2283,-8.65512,-51.4218,1,3.84615e-05,143,25
2284,6.49025,-10.4136,1,3.84615e-05,95,31
2285,-2.04437,105.25,1,3.84615e-05,86,11
2286,-30.3473,29.8143,1,3.84615e-05,180,5
2287,45.5739,120.017,1,3.84615e-05,-1,-1
2288,28.8534,60.0892,1,3.84615e-05,158,9
2289,-78.4061,86.5531,1,3.84615e-05,148,27
2290,-9.23494,27.6587,1,3.84615e-05,-1,-1
2291,-9.7486,26.0306,1,3.84615e-05,-1,-1
2292,66.6012,-133.279,1,3.84615e-05,54,2
2293,5.30732,-58.2082,1,3.84615e-05,-1,-1
2294,40.9108,-95.682,1,3.84615e-05,177,53
2295,47.3054,69.4871,1,3.84615e-05,42,62
2296,46.5861,-94.5554,1,3.84615e-05,153,43
2297,-76.8797,38.4713,1,3.84615e-05,165,25
2298,40.3345,67.7494,1,3.84615e-05,172,92
2299,33.8782,61.1673,1,3.84615e-05,162,60
2300,74.6203,-50.5118,1,3.84615e-05,26,25
2301,47.3464,-1.74951,1,3.84615e-05,1,75
2302,60.1178,42.0224,1,3.84615e-05,-1,-1
2303,33.7134,64.1847,1,3.84615e-05,143,62
2304,-75.1629,20.0446,1,3.84615e-05,12,1
2305,30.5655,27.0007,1,3.84615e-05,112,52
2306,34.7414,64.3163,1,3.84615e-05,151,0
2307,-35.3508,-59.1081,1,3.84615e-05,169,23
2308,27.0113,90.4467,1,3.84615e-05,3,5
2309,64.0463,13.8737,1,3.84615e-05,154,70
2310,69.6498,84.3183,1,3.84615e-05,170,9
2311,71.0937,97.8958,1,3.84615e-05,5,76
2312,50.9315,60.0643,1,3.84615e-05,2,83
2313,49.4377,34.8848,1,3.84615e-05,175,68
2314,-33.5002,120.533,1,3.84615e-05,12,55
2315,26.2974,22.6252,1,3.84615e-05,51,87
2316,-77.544,-0.14917,1,3.84615e-05,95,22
2317,57.6844,54.3886,1,3.84615e-05,130,80
2318,49.0903,-86.4017,1,3.84615e-05,-1,-1
2319,15.5599,4.9801,1,3.84615e-05,85,83
2320,29.5716,77.3911,1,3.84615e-05,106,66
2321,12.7737,37.7664,1,3.84615e-05,168,57
2322,41.4161,110.217,1,3.84615e-05,139,73
2323,-20.3383,-66.7812,1,3.84615e-05,145,78
2324,-19.7426,28.35,1,3.84615e-05,-1,-1
2325,47.3226,-65.1025,1,3.84615e-05,169,42
2326,0.688965,-59.2782,1,3.84615e-05,150,24
2327,18.025,11.0664,1,3.84615e-05,38,88
2328,21.0889,4.43158,1,3.84615e-05,63,34
2329,-6.80719,14.6179,1,3.84615e-05,-1,-1
2330,42.3812,98.0439,1,3.84615e-05,9,99
2331,23.4313,58.0243,1,3.84615e-05,174,69
2332,-20.0545,126.31,1,3.84615e-05,36,65
2333,42.0705,-103.484,1,3.84615e-05,42,44
2334,-68.1737,135.429,1,3.84615e-05,37,29
2335,-77.5424,108.215,1,3.84615e-05,91,23
2336,23.1619,-3.94325,1,3.84615e-05,154,45
2337,-76.3308,118.434,1,3.84615e-05,54,27
2338,60.7985,6.76253,1,3.84615e-05,114,74
2339,-15.5645,13.7326,1,3.84615e-05,101,97
2340,-83.6629,96.2855,1,3.84615e-05,4,22
2341,20.2026,-1.54558,1,3.84615e-05,165,44
2342,32.8225,6.30453,1,3.84615e-05,100,82
2343,-27.2926,-69.394,1,3.84615e-05,172,18
2344,37.8223,111.81,1,3.84615e-05,101,77
2345,62.6977,-138.151,1,3.84615e-05,95,8
2346,-17.4062,145.419,1,3.84615e-05,69,72
2347,34.889,59.7322,1,3.84615e-05,170,8
2348,66.8544,58.3316,1,3.84615e-05,2,76
2349,-9.19445,20.564,1,3.84615e-05,-1,-1
2350,70.4174,-84.7539,1,3.84615e-05,111,26
2351,-21.023,-66.2491,1,3.84615e-05,164,76
2352,-29.5042,-65.2247,1,3.84615e-05,174,18
2353,76.9323,-23.6937,1,3.84615e-05,143,34
2354,52.786,91.246,1,3.84615e-05,175,79
2355,58.1092,96.7566,1,3.84615e-05,135,73
2356,-27.579,141.227,1,3.84615e-05,30,66
2357,-8.48321,38.6744,1,3.84615e-05,167,7
2358,46.1218,98.4473,1,3.84615e-05,-1,-1
2359,8.43618,20.6322,1,3.84615e-05,177,90
2360,57.5633,157.482,1,3.84615e-05,42,22
2361,34.9111,52.0784,1,3.84615e-05,-1,-1
2362,50.7158,-73.354,1,3.84615e-05,162,55
2363,11.7693,2.03796,1,3.84615e-05,178,43
2364,57.8756,41.0103,1,3.84615e-05,-1,-1
2365,9.06083,-62.5484,1,3.84615e-05,-1,-1
2366,56.498,75.8757,1,3.84615e-05,-1,-1
2367,-14.4929,31.3542,1,3.84615e-05,-1,-1
2368,-0.819832,36.1711,1,3.84615e-05,79,90
2369,0.712067,-60.9247,1,3.84615e-05,-1,-1
2370,67.4691,52.3451,1,3.84615e-05,139,72
2371,5.14368,5.83293,1,3.84615e-05,-1,-1
2372,-15.9251,142.274,1,3.84615e-05,108,78
2373,17.6354,-93.596,1,3.84615e-05,1,9
2374,63.3584,-97.983,1,3.84615e-05,-1,-1
2375,-72.1893,103.753,1,3.84615e-05,150,27
2376,62.6423,135.284,1,3.84615e-05,148,21
2377,29.688,40.7067,1,3.84615e-05,64,57
2378,17.3963,79.8956,1,3.84615e-05,59,9
2379,-12.8568,32.674,1,3.84615e-05,138,48
2380,-18.4052,25.566,1,3.84615e-05,-1,-1
2381,33.7481,1.46832,1,3.84615e-05,157,86
2382,-10.0941,38.8664,1,3.84615e-05,177,6
2383,63.8184,118.455,1,3.84615e-05,60,88
2384,35.2184,38.8356,1,3.84615e-05,43,59
2385,-23.4533,21.3449,1,3.84615e-05,42,93
2386,55.6133,-117.433,1,3.84615e-05,-1,-1
2387,-21.7543,33.4899,1,3.84615e-05,173,6
2388,70.7876,-37.7138,1,3.84615e-05,8,27
2389,42.8316,-119.156,1,3.84615e-05,21,11
2390,58.2546,88.8826,1,3.84615e-05,173,79
2391,69.0863,27.3724,1,3.84615e-05,68,79
2392,16.2167,28.0096,1,3.84615e-05,-1,-1
2393,64.3312,-96.0169,1,3.84615e-05,-1,-1
2394,13.6531,98.6075,1,3.84615e-05,168,13
2395,47.5147,54.7709,1,3.84615e-05,-1,-1
2396,30.7731,108.841,1,3.84615e-05,133,74
2397,71.2231,68.0609,1,3.84615e-05,101,76
2398,-27.459,133.624,1,3.84615e-05,-1,-1
2399,4.89067,34.9489,1,3.84615e-05,35,48
2400,-84.0793,163.222,1,3.84615e-05,113,32
2401,59.9286,-159.809,1,3.84615e-05,152,2
2402,51.2616,-3.07907,1,3.84615e-05,53,57
2403,-10.6343,23.8783,1,3.84615e-05,84,99
2404,68.3364,69.8139,1,3.84615e-05,82,78
2405,43.6026,117.218,1,3.84615e-05,-1,-1
2406,36.5601,52.5234,1,3.84615e-05,-1,-1
2407,33.5763,92.4085,1,3.84615e-05,16,98
2408,37.837,56.2326,1,3.84615e-05,-1,-1
2409,-80.8541,-85.936,1,3.84615e-05,-1,-1
2410,-6.41614,21.3866,1,3.84615e-05,155,46
2411,36.1928,79.9488,1,3.84615e-05,-1,-1
2412,-28.2526,142.241,1,3.84615e-05,102,79
2413,-1.78796,-65.1038,1,3.84615e-05,49,68
2414,-27.6336,24.1087,1,3.84615e-05,11,96
2415,28.1518,62.3304,1,3.84615e-05,-1,-1
2416,30.0774,30.4258,1,3.84615e-05,142,59
2417,58.0339,7.88696,1,3.84615e-05,52,60
2418,35.208,44.9057,1,3.84615e-05,169,69
2419,2.91214,-75.0145,1,3.84615e-05,86,16
2420,45.7104,134.555,1,3.84615e-05,150,16
2421,48.8407,112.505,1,3.84615e-05,-1,-1
2422,46.3619,68.8366,1,3.84615e-05,-1,-1
2423,4.51857,-55.7666,1,3.84615e-05,23,61
2424,17.5498,-9.22673,1,3.84615e-05,174,43
